idx,teacher,raw_line
1448,moonshotai/kimi-k3-free,1437
1449,moonshotai/kimi-k3-free,1442
1450,moonshotai/kimi-k3-free,1447
1452,moonshotai/kimi-k3-free,1443
1453,moonshotai/kimi-k3-free,1444
1454,moonshotai/kimi-k3-free,1446
1455,moonshotai/kimi-k3-free,1962
1456,moonshotai/kimi-k3-free,1964
1457,moonshotai/kimi-k3-free,1966
1458,moonshotai/kimi-k3-free,1991
1459,moonshotai/kimi-k3-free,1967
1460,moonshotai/kimi-k3-free,1453
1461,moonshotai/kimi-k3-free,1480
1462,moonshotai/kimi-k3-free,1454
1463,moonshotai/kimi-k3-free,1456
1464,moonshotai/kimi-k3-free,1457
1465,moonshotai/kimi-k3-free,1459
1468,moonshotai/kimi-k3-free,1460
1469,moonshotai/kimi-k3-free,1463
1470,moonshotai/kimi-k3-free,1969
1471,moonshotai/kimi-k3-free,1970
1472,moonshotai/kimi-k3-free,1971
1473,moonshotai/kimi-k3-free,1972
1474,moonshotai/kimi-k3-free,1975
1475,moonshotai/kimi-k3-free,2016
1477,moonshotai/kimi-k3-free,1977
1478,moonshotai/kimi-k3-free,1986
1479,moonshotai/kimi-k3-free,1478
1480,moonshotai/kimi-k3-free,1472
1482,moonshotai/kimi-k3-free,1499
1483,moonshotai/kimi-k3-free,1474
1484,moonshotai/kimi-k3-free,1476
1485,moonshotai/kimi-k3-free,1475
1486,moonshotai/kimi-k3-free,1477
1487,moonshotai/kimi-k3-free,1481
1488,moonshotai/kimi-k3-free,1482
1489,moonshotai/kimi-k3-free,1976
1490,moonshotai/kimi-k3-free,1978
1491,moonshotai/kimi-k3-free,1982
1492,moonshotai/kimi-k3-free,1983
1493,moonshotai/kimi-k3-free,1980
1494,moonshotai/kimi-k3-free,1981
1495,moonshotai/kimi-k3-free,1990
1496,moonshotai/kimi-k3-free,1984
1497,moonshotai/kimi-k3-free,1987
1498,moonshotai/kimi-k3-free,1985
1499,moonshotai/kimi-k3-free,1988
1500,deepseek,2043
1501,deepseek,2047
1502,deepseek,2045
1503,deepseek,2046
1504,deepseek,2044
1505,deepseek,2051
1506,deepseek,2049
1507,deepseek,2050
1508,deepseek,2052
1509,deepseek,2054
1511,deepseek,2060
1512,deepseek,2058
1514,deepseek,2059
1518,deepseek,2066
1519,deepseek,2127
1520,deepseek,2068
1521,deepseek,2069
1523,deepseek,2132
1524,deepseek,2133
1525,deepseek,2134
1527,deepseek,2135
1529,deepseek,2078
1530,deepseek,2079
1531,deepseek,2082
1532,deepseek,2080
1533,deepseek,2146
1534,deepseek,2081
1535,deepseek,2083
1537,deepseek,2088
1538,deepseek,2085
1539,deepseek,2087
1540,deepseek,2120
1541,deepseek,2117
1542,deepseek,2138
1543,deepseek,2118
1544,deepseek,2144
1545,deepseek,2145
1546,deepseek,2124
1547,deepseek,2095
1548,deepseek,2097
1549,deepseek,2149
1550,deepseek,2099
1552,deepseek,2098
1553,deepseek,2101
1555,deepseek,2125
